team_full_name,team_id,game_type,game_type_id,playoff_outcome,playoff_outcome_id,years_since_last_active,start_year,team_improvement_during_regular_season,regular_season_sum,made_playoffs_sum,won_stanley_cup_sum,made_playoffs_efficiency,won_stanley_cup_efficiency,time_on_ice,regular_season_count,made_playoffs_count,won_stanely_cup_count,lost_in_stanely_cup_final_count,games_played,wins,nhl_metrics,nhl_metric_values
Colorado Avalanche,21,Regular Season,2,Other,0,0,2015,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3890.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,1.2339331619537275
Edmonton Oilers,22,Regular Season,2,Other,0,0,2015,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3953.0,1,0,0,0,82,31,high_danger_goals_for_per_60_minutes,1.2598026815077157
Vancouver Canucks,23,Regular Season,2,Other,0,0,2015,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3947.0,1,0,0,0,82,31,high_danger_goals_for_per_60_minutes,1.0336964783379783
Anaheim Ducks,24,Regular Season,2,Other,0,0,2015,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3879.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.160092807424594
Dallas Stars,25,Regular Season,2,Other,0,0,2015,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3938.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,1.5083798882681565
Los Angeles Kings,26,Regular Season,2,Other,0,0,2015,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3935.0,1,0,0,0,82,48,high_danger_goals_for_per_60_minutes,1.250317662007624
San Jose Sharks,28,Regular Season,2,Other,0,0,2015,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3950.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.3670886075949367
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2015,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3913.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,1.472016355737286
Minnesota Wild,30,Regular Season,2,Other,0,0,2015,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3983.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,1.235249811699724
Winnipeg Jets,52,Regular Season,2,Other,0,0,2015,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,3863.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,1.2114936577789284
Arizona Coyotes,53,Regular Season,2,Other,0,1,2015,0.37500000000000000000,10,1,0,0.1,1e-09,3772.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,1.256627783669141
New Jersey Devils,1,Regular Season,2,Other,0,0,2016,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3927.0,1,0,0,0,82,28,high_danger_goals_for_per_60_minutes,0.9167303284950343
New York Islanders,2,Regular Season,2,Other,0,0,2016,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,4031.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,1.458695112875217
New York Rangers,3,Regular Season,2,Other,0,0,2016,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,4012.0,1,0,0,0,82,48,high_danger_goals_for_per_60_minutes,1.4955134596211366
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2016,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3910.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,1.0895140664961638
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2016,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3949.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,1.656115472271461
Boston Bruins,6,Regular Season,2,Other,0,0,2016,3.8333333333333333,100,77,6,0.77,0.077922076,3899.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,1.0310335983585535
Buffalo Sabres,7,Regular Season,2,Other,0,0,2016,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,4030.0,1,0,0,0,82,33,high_danger_goals_for_per_60_minutes,1.0719602977667493
Montreal Canadiens,8,Regular Season,2,Other,0,0,2016,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,4022.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,1.2978617603182496
Ottawa Senators,9,Regular Season,2,Other,0,0,2016,1.5000000000000000,32,16,4,0.5,0.25,3927.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,1.0695187165775402
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2016,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3971.0,1,0,0,0,82,40,high_danger_goals_for_per_60_minutes,1.5411735079325106
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2016,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,4064.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,1.1515748031496063
Florida Panthers,13,Regular Season,2,Other,0,0,2016,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3897.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,0.9699769053117783
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2016,0.09433962264150943396,32,16,3,0.5,0.1875,3907.0,1,0,0,0,82,42,high_danger_goals_for_per_60_minutes,1.289992321474277
Washington Capitals,15,Regular Season,2,Other,0,0,2016,2.5714285714285714,50,33,1,0.66,0.030303031,3905.0,1,0,0,0,82,55,high_danger_goals_for_per_60_minutes,1.382842509603073
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2016,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,4064.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,1.358267716535433
Detroit Red Wings,17,Regular Season,2,Other,0,0,2016,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3973.0,1,0,0,0,82,33,high_danger_goals_for_per_60_minutes,1.1477472942360936
Nashville Predators,18,Regular Season,2,Other,0,0,2016,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3949.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,1.2154975943276778
St Louis Blues,19,Regular Season,2,Other,0,0,2016,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3938.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.1884205180294565
Calgary Flames,20,Regular Season,2,Other,0,0,2016,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3887.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,1.219449446874196
Colorado Avalanche,21,Regular Season,2,Other,0,0,2016,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3938.0,1,0,0,0,82,22,high_danger_goals_for_per_60_minutes,0.9294057897409853
Edmonton Oilers,22,Regular Season,2,Other,0,0,2016,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,4010.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,1.4513715710723192
Vancouver Canucks,23,Regular Season,2,Other,0,0,2016,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,4050.0,1,0,0,0,82,30,high_danger_goals_for_per_60_minutes,1.2148148148148148
Anaheim Ducks,24,Regular Season,2,Other,0,0,2016,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3884.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.4057672502574665
Dallas Stars,25,Regular Season,2,Other,0,0,2016,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3970.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,1.4357682619647356
Los Angeles Kings,26,Regular Season,2,Other,0,0,2016,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3976.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,1.0714285714285714
San Jose Sharks,28,Regular Season,2,Other,0,0,2016,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,4011.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.331338818249813
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2016,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3994.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,1.3219829744616924
Minnesota Wild,30,Regular Season,2,Other,0,0,2016,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,4054.0,1,0,0,0,82,49,high_danger_goals_for_per_60_minutes,1.5984213122841637
Winnipeg Jets,52,Regular Season,2,Other,0,0,2016,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,3893.0,1,0,0,0,82,40,high_danger_goals_for_per_60_minutes,1.325455946570768
Arizona Coyotes,53,Regular Season,2,Other,0,1,2016,0.37500000000000000000,10,1,0,0.1,1e-09,3982.0,1,0,0,0,82,30,high_danger_goals_for_per_60_minutes,1.1150175791059769
New Jersey Devils,1,Regular Season,2,Other,0,0,2017,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3933.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,1.4797864225781845
New York Islanders,2,Regular Season,2,Other,0,0,2017,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,4011.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,1.525804038893044
New York Rangers,3,Regular Season,2,Other,0,0,2017,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3991.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,1.5635179153094463
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2017,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3989.0,1,0,0,0,82,42,high_danger_goals_for_per_60_minutes,1.2333918275256956
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2017,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3931.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,1.2668532180106844
Boston Bruins,6,Regular Season,2,Other,0,0,2017,3.8333333333333333,100,77,6,0.77,0.077922076,3944.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,1.3235294117647058
Buffalo Sabres,7,Regular Season,2,Other,0,0,2017,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3947.0,1,0,0,0,82,25,high_danger_goals_for_per_60_minutes,0.9880922219407144
Montreal Canadiens,8,Regular Season,2,Other,0,0,2017,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3976.0,1,0,0,0,82,29,high_danger_goals_for_per_60_minutes,1.2977867203219315
Ottawa Senators,9,Regular Season,2,Other,0,0,2017,1.5000000000000000,32,16,4,0.5,0.25,3983.0,1,0,0,0,82,28,high_danger_goals_for_per_60_minutes,1.280441877981421
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2017,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,4045.0,1,0,0,0,82,49,high_danger_goals_for_per_60_minutes,1.5871446229913473
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2017,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,4086.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,1.395007342143906
Florida Panthers,13,Regular Season,2,Other,0,0,2017,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3964.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,1.3471241170534813
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2017,0.09433962264150943396,32,16,3,0.5,0.1875,3896.0,1,0,0,0,82,54,high_danger_goals_for_per_60_minutes,1.6324435318275154
Washington Capitals,15,Regular Season,2,Other,0,0,2017,2.5714285714285714,50,33,1,0.66,0.030303031,3949.0,1,0,0,0,82,49,high_danger_goals_for_per_60_minutes,1.2762724740440619
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2017,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3940.0,1,0,0,0,82,33,high_danger_goals_for_per_60_minutes,1.263959390862944
Detroit Red Wings,17,Regular Season,2,Other,0,0,2017,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3993.0,1,0,0,0,82,30,high_danger_goals_for_per_60_minutes,1.2772351615326822
Nashville Predators,18,Regular Season,2,Other,0,0,2017,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3846.0,1,0,0,0,82,53,high_danger_goals_for_per_60_minutes,1.5444617784711387
St Louis Blues,19,Regular Season,2,Other,0,0,2017,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3986.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,1.0386352232814853
Calgary Flames,20,Regular Season,2,Other,0,0,2017,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3893.0,1,0,0,0,82,37,high_danger_goals_for_per_60_minutes,1.3562805034677627
Colorado Avalanche,21,Regular Season,2,Other,0,0,2017,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3825.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,1.2549019607843137
Edmonton Oilers,22,Regular Season,2,Other,0,0,2017,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,4057.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,1.3310327828444664
Vancouver Canucks,23,Regular Season,2,Other,0,0,2017,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3965.0,1,0,0,0,82,31,high_danger_goals_for_per_60_minutes,1.240857503152585
Anaheim Ducks,24,Regular Season,2,Other,0,0,2017,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3942.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,1.5981735159817352
Dallas Stars,25,Regular Season,2,Other,0,0,2017,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3916.0,1,0,0,0,82,42,high_danger_goals_for_per_60_minutes,1.3023493360572012
Los Angeles Kings,26,Regular Season,2,Other,0,0,2017,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3950.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,1.2759493670886075
San Jose Sharks,28,Regular Season,2,Other,0,0,2017,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,4013.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,1.420383752803389
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2017,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,4063.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,1.4029042579374846
Minnesota Wild,30,Regular Season,2,Other,0,0,2017,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3954.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,1.471927162367223
Winnipeg Jets,52,Regular Season,2,Other,0,0,2017,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,3899.0,1,0,0,0,82,52,high_danger_goals_for_per_60_minutes,1.3541933829186972
Arizona Coyotes,53,Regular Season,2,Other,0,1,2017,0.37500000000000000000,10,1,0,0.1,1e-09,4020.0,1,0,0,0,82,29,high_danger_goals_for_per_60_minutes,1.0746268656716418
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2017,-0.37614678899082568807,8,6,1,0.75,0.16666667,3991.0,1,0,0,0,82,51,high_danger_goals_for_per_60_minutes,1.3229766975695314
New Jersey Devils,1,Regular Season,2,Other,0,0,2018,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3921.0,1,0,0,0,82,31,high_danger_goals_for_per_60_minutes,1.2088752869166028
New York Islanders,2,Regular Season,2,Other,0,0,2018,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,4026.0,1,0,0,0,82,48,high_danger_goals_for_per_60_minutes,1.6095380029806259
New York Rangers,3,Regular Season,2,Other,0,0,2018,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3953.0,1,0,0,0,82,32,high_danger_goals_for_per_60_minutes,1.3508727548697192
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2018,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3969.0,1,0,0,0,82,37,high_danger_goals_for_per_60_minutes,1.4663643235071806
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2018,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,4029.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,1.4892032762472078
Boston Bruins,6,Regular Season,2,Other,0,0,2018,3.8333333333333333,100,77,6,0.77,0.077922076,3994.0,1,0,0,0,82,49,high_danger_goals_for_per_60_minutes,1.3670505758637956
Buffalo Sabres,7,Regular Season,2,Other,0,0,2018,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,4030.0,1,0,0,0,82,33,high_danger_goals_for_per_60_minutes,1.3250620347394542
Montreal Canadiens,8,Regular Season,2,Other,0,0,2018,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3985.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,1.6260978670012547
Ottawa Senators,9,Regular Season,2,Other,0,0,2018,1.5000000000000000,32,16,4,0.5,0.25,4054.0,1,0,0,0,82,29,high_danger_goals_for_per_60_minutes,1.509620128268377
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2018,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,4084.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.6013712047012734
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2018,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3964.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.301715438950555
Florida Panthers,13,Regular Season,2,Other,0,0,2018,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3968.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,1.5574596774193548
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2018,0.09433962264150943396,32,16,3,0.5,0.1875,3907.0,1,0,0,0,82,62,high_danger_goals_for_per_60_minutes,1.7507038648579474
Washington Capitals,15,Regular Season,2,Other,0,0,2018,2.5714285714285714,50,33,1,0.66,0.030303031,3934.0,1,0,0,0,82,48,high_danger_goals_for_per_60_minutes,1.4184036603965429
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2018,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,4031.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,1.4140411808484248
Detroit Red Wings,17,Regular Season,2,Other,0,0,2018,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,4029.0,1,0,0,0,82,32,high_danger_goals_for_per_60_minutes,1.2211466865227103
Nashville Predators,18,Regular Season,2,Other,0,0,2018,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3908.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,1.412487205731832
St Louis Blues,19,Regular Season,2,Other,0,0,2018,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3984.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,1.4608433734939759
Calgary Flames,20,Regular Season,2,Other,0,0,2018,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3903.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,1.767870868562644
Colorado Avalanche,21,Regular Season,2,Other,0,0,2018,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3849.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,1.309431021044427
Edmonton Oilers,22,Regular Season,2,Other,0,0,2018,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,4035.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,1.1895910780669146
Vancouver Canucks,23,Regular Season,2,Other,0,0,2018,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3956.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,1.1071789686552074
Anaheim Ducks,24,Regular Season,2,Other,0,0,2018,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3975.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,1.1773584905660377
Dallas Stars,25,Regular Season,2,Other,0,0,2018,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,4028.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,1.221449851042701
Los Angeles Kings,26,Regular Season,2,Other,0,0,2018,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,4054.0,1,0,0,0,82,31,high_danger_goals_for_per_60_minutes,1.110014800197336
San Jose Sharks,28,Regular Season,2,Other,0,0,2018,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3996.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.7417417417417418
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2018,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,4081.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,1.484930164175447
Minnesota Wild,30,Regular Season,2,Other,0,0,2018,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3967.0,1,0,0,0,82,37,high_danger_goals_for_per_60_minutes,1.164608016133098
Winnipeg Jets,52,Regular Season,2,Other,0,0,2018,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,3950.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,1.4430379746835442
Arizona Coyotes,53,Regular Season,2,Other,0,1,2018,0.37500000000000000000,10,1,0,0.1,1e-09,3955.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,1.031605562579014
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2018,-0.37614678899082568807,8,6,1,0.75,0.16666667,4015.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,1.4794520547945205
New Jersey Devils,1,Regular Season,2,Other,0,0,2019,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3248.0,1,0,0,0,69,28,high_danger_goals_for_per_60_minutes,1.293103448275862
New York Islanders,2,Regular Season,2,Other,0,0,2019,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3372.0,1,0,0,0,68,35,high_danger_goals_for_per_60_minutes,1.4412811387900355
New York Rangers,3,Regular Season,2,Other,0,0,2019,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3304.0,1,0,0,0,70,37,high_danger_goals_for_per_60_minutes,1.6343825665859564
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2019,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3293.0,1,0,0,0,69,41,high_danger_goals_for_per_60_minutes,1.6034011539629518
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2019,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3357.0,1,0,0,0,69,40,high_danger_goals_for_per_60_minutes,1.6264521894548705
Boston Bruins,6,Regular Season,2,Other,0,0,2019,3.8333333333333333,100,77,6,0.77,0.077922076,3316.0,1,0,0,0,70,44,high_danger_goals_for_per_60_minutes,1.5018094089264173
Buffalo Sabres,7,Regular Season,2,Other,0,0,2019,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3393.0,1,0,0,0,69,30,high_danger_goals_for_per_60_minutes,1.237842617152962
